,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_main,weather_description,Time,Date,Ride_count
0,51.75,48.78,49.95,53.56,1016,46,4.7,,,,,1,Clear,sky is clear,00,2014-04-01,138
1,49.32,45.91,48.0,51.76,1016,51,8.05,,,,,1,Clear,sky is clear,01,2014-04-01,66
2,45.21,41.45,42.75,46.94,1017,54,6.93,,,,,1,Clear,sky is clear,02,2014-04-01,53
3,41.61,35.1,40.26,43.95,1019,58,11.41,,,,,1,Clear,sky is clear,03,2014-04-01,93
4,41.13,37.22,39.88,42.06,1019,54,5.82,,,,,1,Clear,sky is clear,04,2014-04-01,166
5,41.07,34.84,38.37,42.75,1019,53,10.29,,,,,1,Clear,sky is clear,05,2014-04-01,333
6,40.95,37.0,37.36,41.95,1020,55,5.82,,,,,1,Clear,sky is clear,06,2014-04-01,722
7,40.41,34.52,37.35,41.43,1020,58,9.17,,,,,1,Clear,sky is clear,07,2014-04-01,1001
8,39.7,33.66,37.02,40.95,1020,59,9.17,,,,,1,Clear,sky is clear,08,2014-04-01,780
9,39.33,33.75,35.94,40.35,1019,56,8.05,,,,,1,Clear,sky is clear,09,2014-04-01,532
10,38.82,36.63,35.94,39.94,1020,58,3.36,,,,,1,Clear,sky is clear,10,2014-04-01,477
11,38.98,33.94,36.95,39.54,1020,58,6.93,,,,,1,Clear,sky is clear,11,2014-04-01,547
12,39.65,37.56,36.95,40.96,1020,59,3.36,,,,,1,Clear,sky is clear,12,2014-04-01,469
13,42.66,39.81,40.95,44.38,1021,52,4.7,,,,,1,Clear,sky is clear,13,2014-04-01,591
14,45.93,42.31,44.04,48.94,1021,47,6.93,,,,,1,Clear,sky is clear,14,2014-04-01,736
15,47.91,45.28,45.03,51.94,1020,45,5.82,,,,,1,Clear,sky is clear,15,2014-04-01,967
16,49.86,48.24,47.23,52.95,1020,42,4.7,,,,,1,Clear,sky is clear,16,2014-04-01,1152
17,53.28,50.09,51.06,58.17,1019,38,0.0,,,,,1,Clear,sky is clear,17,2014-04-01,1262
18,55.8,52.81,53.55,60.39,1018,37,4.7,,,,,1,Clear,sky is clear,18,2014-04-01,1122
19,56.91,53.91,54.95,60.76,1017,34,4.7,,,,,1,Clear,sky is clear,19,2014-04-01,1018
20,58.64,55.8,55.94,62.38,1017,34,4.7,,,,,1,Clear,sky is clear,20,2014-04-01,597
21,58.93,56.12,53.94,62.31,1016,34,0.0,,,,,1,Clear,sky is clear,21,2014-04-01,878
22,55.74,52.95,50.95,61.18,1017,41,4.7,,,,,20,Clouds,few clouds,22,2014-04-01,529
23,51.08,48.09,46.99,57.06,1017,47,4.7,,,,,1,Clear,sky is clear,23,2014-04-01,317
24,49.26,47.53,46.35,52.05,1018,49,4.7,,,,,20,Clouds,few clouds,00,2014-04-02,161
25,47.71,45.73,45.23,49.35,1019,54,4.7,,,,,20,Clouds,few clouds,01,2014-04-02,82
26,46.24,44.01,42.01,48.54,1018,60,4.7,,,,,1,Clear,sky is clear,02,2014-04-02,59
27,44.91,41.7,42.01,46.74,1019,61,5.82,,,,,1,Clear,sky is clear,03,2014-04-02,80
28,44.65,44.65,41.95,46.74,1019,62,0.0,,,,,1,Clear,sky is clear,04,2014-04-02,196
29,43.95,42.48,41.38,46.06,1019,63,3.36,,,,,1,Clear,sky is clear,05,2014-04-02,344
30,43.09,40.32,41.31,44.49,1018,67,4.7,,,,,1,Clear,sky is clear,06,2014-04-02,785
31,42.57,42.57,40.37,44.49,1018,72,0.0,,,,,1,Clear,sky is clear,07,2014-04-02,1099
32,43.18,40.42,40.37,44.94,1019,70,4.7,,,,,1,Clear,sky is clear,08,2014-04-02,927
33,42.28,39.38,39.99,43.41,1019,76,4.7,,,,,1,Clear,sky is clear,09,2014-04-02,656
34,42.39,42.39,40.3,43.14,1019,77,0.0,,,,,1,Clear,sky is clear,10,2014-04-02,658
35,42.26,42.26,40.37,43.14,1019,82,0.0,,,,,20,Clouds,few clouds,11,2014-04-02,706
36,43.92,43.92,40.17,46.06,1020,79,0.0,,,,,1,Clear,sky is clear,12,2014-04-02,632
37,45.28,45.28,43.38,46.92,1021,75,0.0,,,,,20,Clouds,few clouds,13,2014-04-02,709
38,45.91,45.91,44.04,47.05,1021,73,0.0,,,,,75,Clouds,broken clouds,14,2014-04-02,868
39,47.3,45.25,45.0,48.54,1020,70,4.7,1.07,,,,90,Rain,moderate rain,15,2014-04-02,1138
40,47.44,46.45,45.95,48.54,1020,70,3.36,0.51,,,,90,Rain,light rain,16,2014-04-02,1313
41,47.44,47.44,45.95,50.18,1020,74,0.0,0.45,,,,90,Rain,light rain,17,2014-04-02,1600
42,49.39,49.39,45.95,52.14,1019,70,0.0,,,,,90,Rain,light rain,18,2014-04-02,1252
43,48.65,46.83,44.01,53.19,1019,75,4.7,,,,,90,Clouds,overcast clouds,19,2014-04-02,1086
44,49.5,48.79,47.23,53.38,1018,73,3.36,,,,,40,Clouds,scattered clouds,20,2014-04-02,1143
45,52.41,50.45,51.04,53.94,1018,66,0.0,,,,,1,Clear,sky is clear,21,2014-04-02,994
46,53.01,51.01,51.76,55.06,1018,64,3.36,,,,,1,Clear,sky is clear,22,2014-04-02,638
47,51.13,48.96,48.94,52.41,1019,64,0.0,,,,,1,Clear,sky is clear,23,2014-04-02,348
48,50.47,48.42,46.94,53.06,1019,68,0.0,,,,,1,Clear,sky is clear,00,2014-04-03,194
49,49.41,48.69,46.24,52.41,1019,72,3.36,,,,,1,Clear,sky is clear,01,2014-04-03,106
50,48.99,47.23,43.0,52.27,1019,76,4.7,,,,,1,Clear,sky is clear,02,2014-04-03,66
51,47.34,47.34,44.24,51.51,1019,79,0.0,,,,,1,Clear,sky is clear,03,2014-04-03,130
52,45.19,45.19,42.01,47.03,1019,84,0.0,,,,,75,Clouds,broken clouds,04,2014-04-03,193
53,44.37,44.37,42.01,46.04,1019,86,0.0,,,,,75,Clouds,broken clouds,05,2014-04-03,354
54,46.69,46.69,42.75,50.43,1019,81,0.0,,,,,1,Clear,sky is clear,06,2014-04-03,750
55,46.42,44.22,42.75,49.35,1019,82,4.7,,,,,1,Clear,sky is clear,07,2014-04-03,1022
56,46.92,44.8,43.38,49.35,1019,77,4.7,,,,,1,Clear,sky is clear,08,2014-04-03,864
57,47.08,47.08,44.56,48.54,1019,74,0.0,,,,,1,Clear,sky is clear,09,2014-04-03,591
58,47.55,44.28,46.02,48.54,1019,66,6.93,,,,,1,Clear,sky is clear,10,2014-04-03,558
59,46.35,43.43,43.38,47.37,1020,60,5.82,,,,,1,Clear,sky is clear,11,2014-04-03,549
60,46.99,44.19,44.94,49.26,1020,53,5.82,,,,,1,Clear,sky is clear,12,2014-04-03,619
61,48.74,46.27,46.94,50.31,1021,47,5.82,,,,,1,Clear,sky is clear,13,2014-04-03,766
62,50.25,46.9,48.15,53.31,1021,41,0.0,,,,,1,Clear,sky is clear,14,2014-04-03,934
63,54.14,50.95,51.06,56.26,1020,36,0.0,,,,,1,Clear,sky is clear,15,2014-04-03,1247
64,57.51,54.32,53.55,60.04,1020,29,4.7,,,,,1,Clear,sky is clear,16,2014-04-03,1438
65,59.13,56.01,56.95,62.28,1019,27,3.36,,,,,1,Clear,sky is clear,17,2014-04-03,1640
66,62.53,59.52,57.9,67.37,1019,22,5.82,,,,,1,Clear,sky is clear,18,2014-04-03,1628
67,62.89,59.86,59.95,66.04,1018,21,0.0,,,,,1,Clear,sky is clear,19,2014-04-03,1374
68,64.87,61.95,62.55,69.39,1018,19,0.0,,,,,1,Clear,sky is clear,20,2014-04-03,1591
69,61.9,58.87,59.95,66.06,1017,23,5.82,,,,,1,Clear,sky is clear,21,2014-04-03,1714
70,60.67,57.58,57.94,64.92,1017,24,4.7,,,,,1,Clear,sky is clear,22,2014-04-03,1580
71,57.74,54.57,55.35,62.94,1016,29,6.93,,,,,1,Clear,sky is clear,23,2014-04-03,793
72,54.27,51.13,51.06,55.92,1016,37,6.93,,,,,1,Clear,sky is clear,00,2014-04-04,329
73,53.08,49.96,49.23,55.35,1017,40,3.36,,,,,1,Clear,sky is clear,01,2014-04-04,184
74,52.23,49.17,49.23,57.06,1017,43,5.82,,,,,90,Rain,light rain,02,2014-04-04,117
75,50.16,47.52,49.23,51.75,1019,56,0.0,0.3,0.3,,,90,Rain,light rain,03,2014-04-04,154
76,47.59,45.59,46.36,48.94,1019,75,4.7,1.1,,,,90,Rain,moderate rain,04,2014-04-04,238
77,47.35,46.35,46.35,48.9,1019,76,3.36,0.76,,,,90,Rain,light rain,05,2014-04-04,381
78,46.04,43.05,43.0,48.9,1019,78,5.82,0.55,,,,90,Rain,light rain,06,2014-04-04,839
79,44.91,40.05,44.02,46.92,1019,78,9.17,0.3,,,,90,Rain,light rain,07,2014-04-04,1202
80,44.38,41.85,42.75,46.35,1019,77,4.7,0.16,,,,90,Rain,light rain,08,2014-04-04,1065
81,43.5,43.5,42.75,45.05,1018,79,0.0,,0.3,,,90,Rain,light rain,09,2014-04-04,769
82,42.96,40.17,42.01,44.55,1018,79,4.7,1.02,,,,90,Rain,moderate rain,10,2014-04-04,759
83,43.11,38.91,42.24,45.05,1018,76,6.93,0.28,,,,90,Rain,light rain,11,2014-04-04,819
84,43.16,38.41,41.95,44.94,1018,73,8.05,0.3,,,,90,Rain,light rain,12,2014-04-04,827
85,42.93,38.12,40.95,44.56,1018,76,8.05,0.24,,,,90,Rain,light rain,13,2014-04-04,994
86,43.0,38.21,42.01,44.55,1018,78,8.05,0.17,,,,90,Rain,light rain,14,2014-04-04,1190
87,44.24,37.94,43.18,45.05,1018,69,12.75,1.02,,,,90,Rain,moderate rain,15,2014-04-04,1504
88,43.47,38.28,42.06,44.94,1018,72,9.17,0.17,,,,90,Haze,haze,16,2014-04-04,1865
89,43.47,38.28,42.06,44.94,1018,72,9.17,0.17,,,,90,Rain,light rain,16,2014-04-04,1865
90,42.58,36.3,39.99,44.58,1017,74,11.41,0.16,,,,90,Drizzle,light intensity drizzle,17,2014-04-04,2280
91,42.58,36.3,39.99,44.58,1017,74,11.41,0.16,,,,90,Mist,mist,17,2014-04-04,2280
92,42.58,36.3,39.99,44.58,1017,74,11.41,0.16,,,,90,Rain,light rain,17,2014-04-04,2280
93,42.3,36.84,39.99,44.94,1016,79,9.17,0.31,,,,90,Rain,light rain,18,2014-04-04,2449
94,42.13,37.17,40.26,44.55,1016,80,8.05,,,,,90,Rain,light rain,19,2014-04-04,2133
95,42.3,42.3,40.95,43.18,1014,80,1.14,0.58,,,,90,Rain,light rain,20,2014-04-04,1489
96,41.92,35.91,39.99,43.14,1013,80,10.29,0.14,,,,90,Rain,light rain,21,2014-04-04,1929
97,41.11,33.6,39.99,42.06,1012,83,13.87,0.16,,,,90,Haze,haze,22,2014-04-04,1859
98,41.11,33.6,39.99,42.06,1012,83,13.87,0.16,,,,90,Rain,light rain,22,2014-04-04,1859
99,41.13,36.54,39.99,42.78,1012,86,6.93,0.28,,,,90,Mist,mist,23,2014-04-04,1339
100,41.13,36.54,39.99,42.78,1012,86,6.93,0.28,,,,90,Rain,light rain,23,2014-04-04,1339
101,40.66,38.71,39.15,42.94,1011,89,3.36,0.5,,,,90,Mist,mist,00,2014-04-05,723
102,40.66,38.71,39.15,42.94,1011,89,3.36,0.5,,,,90,Rain,light rain,00,2014-04-05,723
103,41.63,35.55,40.17,42.94,1011,88,10.29,0.66,,,,90,Mist,mist,01,2014-04-05,416
104,41.63,35.55,40.17,42.94,1011,88,10.29,0.66,,,,90,Rain,light rain,01,2014-04-05,416
105,41.2,36.01,39.0,42.94,1010,89,8.05,0.2,,,,90,Mist,mist,02,2014-04-05,215
106,41.2,36.01,39.0,42.94,1010,89,8.05,0.2,,,,90,Rain,light rain,02,2014-04-05,215
107,40.21,32.83,39.0,42.94,1009,91,12.75,0.85,,,,90,Mist,mist,03,2014-04-05,181
108,40.21,32.83,39.0,42.94,1009,91,12.75,0.85,,,,90,Rain,light rain,03,2014-04-05,181
109,39.76,33.22,39.04,40.98,1008,91,10.29,2.14,,,,90,Rain,moderate rain,04,2014-04-05,153
110,39.76,33.22,39.04,40.98,1008,91,10.29,2.14,,,,90,Mist,mist,04,2014-04-05,153
111,40.05,33.13,39.0,42.06,1008,91,11.41,1.54,,,,90,Rain,moderate rain,05,2014-04-05,177
112,40.73,36.75,39.15,42.06,1007,90,5.82,,,,,90,Clouds,overcast clouds,06,2014-04-05,206
113,41.16,37.26,40.26,42.06,1007,90,5.82,,,,,90,Mist,mist,07,2014-04-05,279
114,40.91,40.91,40.23,42.06,1007,90,0.0,,,,,90,Mist,mist,08,2014-04-05,340
115,41.18,36.59,40.26,42.76,1008,88,6.93,,,,,90,Clouds,overcast clouds,09,2014-04-05,450
116,41.36,41.36,40.26,42.96,1008,88,0.0,,,,,90,Clouds,overcast clouds,10,2014-04-05,530
117,42.64,37.78,41.95,44.06,1009,85,8.05,,,,,75,Clouds,broken clouds,11,2014-04-05,542
118,43.45,40.75,40.95,46.06,1009,87,4.7,,,,,20,Clouds,few clouds,12,2014-04-05,657
119,46.98,43.57,45.95,49.05,1010,74,6.93,,,,,1,Clear,sky is clear,13,2014-04-05,647
120,51.93,49.17,49.95,53.94,1010,50,11.41,,,,,1,Clear,sky is clear,14,2014-04-05,704
121,51.69,48.72,49.95,53.94,1011,46,17.22,,,,,75,Clouds,broken clouds,15,2014-04-05,1078
122,50.61,47.39,49.95,52.38,1011,43,17.22,,,,,75,Clouds,broken clouds,16,2014-04-05,1313
123,51.44,48.25,50.05,53.55,1011,42,8.05,,,,,90,Clouds,overcast clouds,17,2014-04-05,1445
124,52.34,49.1,51.01,53.92,1011,39,1.14,,,,,90,Clouds,overcast clouds,18,2014-04-05,1575
125,53.22,50.04,51.01,56.3,1011,38,1.14,,,,,90,Clouds,overcast clouds,19,2014-04-05,1440
126,53.73,50.54,51.75,56.3,1011,37,13.87,,,,,40,Clouds,scattered clouds,20,2014-04-05,1348
127,53.33,50.05,50.95,55.9,1012,36,9.17,,,,,40,Clouds,scattered clouds,21,2014-04-05,1572
128,51.94,48.63,50.38,53.31,1013,38,9.17,,,,,40,Clouds,scattered clouds,22,2014-04-05,1830
129,50.61,47.21,49.05,52.0,1014,39,12.75,,,,,1,Clear,sky is clear,23,2014-04-05,1700
130,47.12,47.12,45.27,49.05,1015,43,0.0,,,,,1,Clear,sky is clear,00,2014-04-06,1485
131,45.57,40.05,44.04,46.94,1017,43,11.41,,,,,1,Clear,sky is clear,01,2014-04-06,940
132,43.93,41.31,41.95,44.94,1018,43,4.7,,,,,1,Clear,sky is clear,02,2014-04-06,501
133,42.84,38.59,40.95,43.95,1018,45,6.93,,,,,1,Clear,sky is clear,03,2014-04-06,315
134,41.56,37.06,40.95,42.94,1019,45,6.93,,,,,1,Clear,sky is clear,04,2014-04-06,201
135,39.72,36.39,38.95,41.05,1019,48,4.7,,,,,1,Clear,sky is clear,05,2014-04-06,177
136,39.45,36.07,35.92,40.95,1020,48,4.7,,,,,1,Clear,sky is clear,06,2014-04-06,174
137,38.5,36.25,36.37,39.94,1020,50,3.36,,,,,1,Clear,sky is clear,07,2014-04-06,226
138,37.36,31.35,35.38,38.05,1020,51,8.05,,,,,1,Clear,sky is clear,08,2014-04-06,313
139,37.26,31.23,35.38,38.05,1020,54,8.05,,,,,1,Clear,sky is clear,09,2014-04-06,441
140,37.02,30.94,34.95,38.05,1021,55,8.05,,,,,1,Clear,sky is clear,10,2014-04-06,547
141,36.39,30.16,34.95,38.05,1022,56,8.05,,,,,1,Clear,sky is clear,11,2014-04-06,563
142,37.45,32.86,35.94,39.38,1023,53,5.82,,,,,1,Clear,sky is clear,12,2014-04-06,594
143,39.74,35.56,37.31,42.76,1023,46,5.82,,,,,1,Clear,sky is clear,13,2014-04-06,677
144,42.75,39.92,41.34,45.18,1023,40,4.7,,,,,1,Clear,sky is clear,14,2014-04-06,698
145,45.61,45.61,44.04,48.16,1024,33,0.0,,,,,1,Clear,sky is clear,15,2014-04-06,847
146,48.49,46.63,45.05,51.19,1023,29,4.7,,,,,1,Clear,sky is clear,16,2014-04-06,806
147,51.1,47.17,49.95,54.3,1022,27,3.36,,,,,1,Clear,sky is clear,17,2014-04-06,799
148,53.67,49.82,51.75,57.18,1022,23,3.36,,,,,1,Clear,sky is clear,18,2014-04-06,767
149,57.74,54.25,55.02,60.31,1022,22,2.3,,,,,1,Clear,sky is clear,19,2014-04-06,641
150,58.01,54.45,55.94,61.18,1022,20,2.3,,,,,1,Clear,sky is clear,20,2014-04-06,516
151,59.4,55.89,55.94,62.31,1021,18,0.0,,,,,1,Clear,sky is clear,21,2014-04-06,571
152,57.97,54.5,55.24,62.55,1020,22,0.0,,,,,1,Clear,sky is clear,22,2014-04-06,390
153,54.99,51.73,49.23,59.05,1021,33,1.14,,,,,1,Clear,sky is clear,23,2014-04-06,256
154,49.1,46.69,44.01,50.43,1022,44,5.82,,,,,1,Clear,sky is clear,00,2014-04-07,102
155,46.69,46.69,45.23,48.9,1023,45,2.3,,,,,1,Clear,sky is clear,01,2014-04-07,63
156,46.44,46.44,44.01,48.54,1023,48,2.3,,,,,1,Clear,sky is clear,02,2014-04-07,57
157,45.05,45.05,43.0,46.47,1023,52,0.0,,,,,1,Clear,sky is clear,03,2014-04-07,154
158,44.62,44.62,42.04,46.74,1023,57,0.0,,,,,1,Clear,sky is clear,04,2014-04-07,271
159,45.55,41.86,40.37,47.37,1023,54,6.93,,,,,1,Clear,sky is clear,05,2014-04-07,388
160,44.71,41.47,41.95,46.74,1023,56,5.82,,,,,1,Clear,sky is clear,06,2014-04-07,842
161,43.86,43.86,40.96,45.39,1022,57,0.0,,,,,1,Clear,sky is clear,07,2014-04-07,1057
162,43.72,43.72,40.37,45.39,1022,58,0.0,,,,,1,Clear,sky is clear,08,2014-04-07,836
163,43.79,42.28,40.37,45.39,1022,61,3.36,,,,,1,Clear,sky is clear,09,2014-04-07,585
164,43.23,43.23,39.18,45.39,1022,65,0.0,,,,,1,Haze,haze,10,2014-04-07,509
165,42.89,41.25,38.17,44.94,1022,67,3.36,,,,,1,Haze,haze,11,2014-04-07,485
166,43.74,39.67,40.95,46.47,1023,67,6.93,,,,,1,Haze,haze,12,2014-04-07,463
167,45.1,41.95,43.03,48.38,1023,64,5.82,,,,,1,Haze,haze,13,2014-04-07,578
168,45.25,45.25,42.28,48.18,1024,68,2.3,,,,,1,Haze,haze,14,2014-04-07,861
169,48.16,48.16,45.23,50.18,1023,59,1.14,,,,,1,Haze,haze,15,2014-04-07,1061
170,50.59,46.96,48.16,51.94,1023,34,1.14,,,,,1,Clear,sky is clear,16,2014-04-07,1756
171,51.39,48.29,49.95,53.94,1021,44,3.44,,,,,40,Clouds,scattered clouds,17,2014-04-07,2191
172,51.28,48.6,48.0,54.18,1020,53,4.61,,,,,40,Clouds,scattered clouds,18,2014-04-07,2137
173,50.77,48.13,49.95,53.55,1018,55,1.14,,,,,90,Clouds,overcast clouds,19,2014-04-07,2035
174,49.84,49.84,48.16,51.96,1016,61,1.14,0.22,,,,90,Rain,light rain,20,2014-04-07,1176
175,49.8,46.98,48.15,50.43,1015,58,6.93,0.24,,,,90,Rain,light rain,21,2014-04-07,1059
176,47.26,42.96,42.75,50.05,1015,81,9.17,0.88,,,,90,Mist,mist,22,2014-04-07,646
177,47.26,42.96,42.75,50.05,1015,81,9.17,0.88,,,,90,Rain,light rain,22,2014-04-07,646
178,46.47,46.47,42.75,49.05,1014,89,1.14,1.68,,,,90,Rain,moderate rain,23,2014-04-07,238
179,46.47,46.47,42.75,49.05,1014,89,1.14,1.68,,,,90,Mist,mist,23,2014-04-07,238
180,46.78,43.34,44.04,49.05,1012,90,6.93,0.93,,,,90,Rain,moderate rain,00,2014-04-08,187
181,46.78,43.34,44.04,49.05,1012,90,6.93,0.93,,,,90,Mist,mist,00,2014-04-08,187
182,45.34,39.76,42.06,48.94,1011,93,11.41,2.11,,,,90,Rain,moderate rain,01,2014-04-08,72
183,45.34,39.76,42.06,48.94,1011,93,11.41,2.11,,,,90,Mist,mist,01,2014-04-08,72
184,44.92,41.74,40.95,48.94,1010,94,5.82,1.41,,,,90,Rain,moderate rain,02,2014-04-08,63
185,44.92,41.74,40.95,48.94,1010,94,5.82,1.41,,,,90,Mist,mist,02,2014-04-08,63
186,44.71,39.36,40.95,49.23,1008,93,10.29,1.12,,,,90,Rain,moderate rain,03,2014-04-08,119
187,44.71,39.36,40.95,49.23,1008,93,10.29,1.12,,,,90,Mist,mist,03,2014-04-08,119
188,43.86,42.37,41.27,46.36,1007,92,3.36,,,,,90,Mist,mist,04,2014-04-08,184
189,45.05,43.72,42.06,48.0,1005,91,3.36,0.19,,,,90,Mist,mist,05,2014-04-08,427
190,45.05,43.72,42.06,48.0,1005,91,3.36,0.19,,,,90,Rain,light rain,05,2014-04-08,427
191,47.1,44.31,42.75,49.23,1003,93,5.82,0.51,,,,90,Mist,mist,06,2014-04-08,889
192,47.1,44.31,42.75,49.23,1003,93,5.82,0.51,,,,90,Rain,light rain,06,2014-04-08,889
193,47.41,46.42,44.04,48.94,1002,94,3.36,0.19,,,,90,Fog,fog,07,2014-04-08,1159
194,47.41,46.42,44.04,48.94,1002,94,3.36,0.19,,,,90,Rain,light rain,07,2014-04-08,1159
195,47.89,45.93,44.04,49.35,1001,94,4.7,0.3,,,,90,Mist,mist,08,2014-04-08,1069
196,47.89,45.93,44.04,49.35,1001,94,4.7,0.3,,,,90,Rain,light rain,08,2014-04-08,1069
197,48.27,47.39,44.94,48.94,1000,94,3.36,3.3,,,,90,Rain,heavy intensity rain,09,2014-04-08,611
198,48.27,47.39,44.94,48.94,1000,94,3.36,3.3,,,,90,Mist,mist,09,2014-04-08,611
199,48.36,47.5,46.02,49.35,999,93,3.36,1.0,,,,90,Mist,mist,10,2014-04-08,507
200,48.36,47.5,46.02,49.35,999,93,3.36,1.0,,,,90,Rain,light rain,10,2014-04-08,507
201,48.79,48.79,46.35,50.05,998,95,0.0,2.35,,,,90,Rain,moderate rain,11,2014-04-08,548
202,48.79,48.79,46.35,50.05,998,95,0.0,2.35,,,,90,Mist,mist,11,2014-04-08,548
203,49.73,49.06,46.35,51.76,998,95,3.36,2.03,,,,90,Mist,mist,12,2014-04-08,518
204,49.73,49.06,46.35,51.76,998,95,3.36,2.03,,,,90,Rain,moderate rain,12,2014-04-08,518
205,51.62,50.81,49.37,53.06,998,92,3.36,0.25,,,,90,Mist,mist,13,2014-04-08,584
206,51.62,50.81,49.37,53.06,998,92,3.36,0.25,,,,90,Rain,light rain,13,2014-04-08,584
207,54.3,53.8,50.95,56.37,998,93,3.36,0.31,,,,90,Mist,mist,14,2014-04-08,716
208,54.3,53.8,50.95,56.37,998,93,3.36,0.31,,,,90,Rain,light rain,14,2014-04-08,716
209,58.33,58.05,55.94,60.96,997,89,2.3,0.25,,,,20,Mist,mist,15,2014-04-08,996
210,58.33,58.05,55.94,60.96,997,89,2.3,0.25,,,,20,Rain,light rain,15,2014-04-08,996
211,60.42,59.97,57.94,64.36,997,81,2.3,0.25,,,,75,Rain,light rain,16,2014-04-08,1206
212,63.12,62.01,62.06,65.03,996,61,4.61,,,,,75,Clouds,broken clouds,17,2014-04-08,1386
213,64.02,62.47,62.94,66.16,996,50,9.19,,,,,75,Clouds,broken clouds,18,2014-04-08,1062
214,64.45,62.67,63.3,65.23,996,44,9.19,,,,,75,Clouds,broken clouds,19,2014-04-08,929
215,62.62,60.55,60.94,64.27,997,42,4.7,,,,,75,Clouds,broken clouds,20,2014-04-08,1127
216,62.22,60.03,60.94,63.18,997,40,4.61,,,,,75,Clouds,broken clouds,21,2014-04-08,944
217,60.12,57.76,58.95,61.14,999,41,3.44,,,,,75,Clouds,broken clouds,22,2014-04-08,587
218,58.82,56.34,57.38,59.43,1000,41,12.75,,,,,1,Clear,sky is clear,23,2014-04-08,298
219,57.54,55.02,56.95,58.23,1001,43,5.82,,,,,1,Clear,sky is clear,00,2014-04-09,154
220,55.17,52.45,53.55,55.94,1003,44,10.29,,,,,1,Clear,sky is clear,01,2014-04-09,106
221,53.62,50.79,51.75,54.27,1003,45,12.75,,,,,1,Clear,sky is clear,02,2014-04-09,76
222,51.19,48.4,49.37,52.14,1003,51,11.41,,,,,20,Clouds,few clouds,03,2014-04-09,139
223,49.82,49.15,48.9,50.43,1004,52,3.36,,,,,20,Clouds,few clouds,04,2014-04-09,194
224,48.76,46.29,47.95,49.35,1004,55,5.82,,,,,1,Clear,sky is clear,05,2014-04-09,353
225,48.02,47.1,46.35,48.99,1004,57,3.36,,,,,1,Clear,sky is clear,06,2014-04-09,821
226,47.19,45.12,46.31,48.16,1003,58,4.7,,,,,1,Clear,sky is clear,07,2014-04-09,1050
227,46.67,43.21,45.95,47.37,1003,58,6.93,,,,,1,Clear,sky is clear,08,2014-04-09,858
228,45.59,43.25,44.04,46.74,1004,62,4.7,,,,,1,Clear,sky is clear,09,2014-04-09,565
229,45.01,43.68,41.38,46.0,1005,65,3.36,,,,,1,Clear,sky is clear,10,2014-04-09,533
230,44.96,41.77,40.37,46.24,1005,65,5.82,,,,,1,Clear,sky is clear,11,2014-04-09,552
231,46.94,44.83,46.02,49.17,1006,63,4.7,,,,,1,Clear,sky is clear,12,2014-04-09,590
232,50.11,47.41,46.99,53.28,1007,55,0.0,,,,,1,Clear,sky is clear,13,2014-04-09,683
233,52.83,50.07,51.06,55.36,1006,48,8.05,,,,,1,Clear,sky is clear,14,2014-04-09,849
234,55.78,52.99,53.55,59.38,1007,41,10.29,,,,,1,Clear,sky is clear,15,2014-04-09,1120
235,57.72,54.93,55.02,60.76,1007,37,10.29,,,,,75,Clouds,broken clouds,16,2014-04-09,1276
236,58.1,55.17,55.35,61.18,1007,33,5.82,,,,,1,Clear,sky is clear,17,2014-04-09,1492
237,59.32,56.32,57.0,62.56,1007,29,10.29,,,,,20,Clouds,few clouds,18,2014-04-09,1218
238,59.0,55.81,57.15,62.56,1007,26,12.75,,,,,20,Clouds,few clouds,19,2014-04-09,1152
239,59.52,56.39,57.0,63.03,1007,26,14.99,,,,,20,Clouds,few clouds,20,2014-04-09,995
240,58.95,55.76,56.95,60.94,1008,26,6.93,,,,,20,Clouds,few clouds,21,2014-04-09,988
241,57.34,54.0,55.02,59.95,1009,26,0.0,,,,,20,Clouds,few clouds,22,2014-04-09,717
242,55.42,51.84,53.04,57.16,1010,25,10.29,,,,,1,Clear,sky is clear,23,2014-04-09,362
243,53.49,49.71,51.75,53.94,1012,25,8.05,,,,,1,Clear,sky is clear,00,2014-04-10,176
244,51.84,47.98,51.06,53.56,1014,27,4.7,,,,,1,Clear,sky is clear,01,2014-04-10,106
245,50.36,46.36,49.95,51.04,1015,27,4.7,,,,,1,Clear,sky is clear,02,2014-04-10,72
246,48.92,45.43,48.0,49.96,1016,27,8.05,,,,,1,Clear,sky is clear,03,2014-04-10,154
247,47.08,45.0,46.35,48.16,1018,25,4.7,,,,,1,Clear,sky is clear,04,2014-04-10,223
248,46.45,44.26,44.55,46.74,1018,26,4.7,,,,,1,Clear,sky is clear,05,2014-04-10,360
249,44.92,43.57,40.96,45.39,1019,28,3.36,,,,,1,Clear,sky is clear,06,2014-04-10,833
250,45.03,42.6,40.95,45.39,1019,30,4.7,,,,,1,Clear,sky is clear,07,2014-04-10,971
251,42.62,40.95,37.35,44.55,1019,33,3.36,,,,,1,Clear,sky is clear,08,2014-04-10,834
252,42.49,42.49,38.37,44.94,1020,35,0.0,,,,,1,Clear,sky is clear,09,2014-04-10,654
253,41.61,38.59,37.35,44.94,1021,37,4.7,,,,,1,Clear,sky is clear,10,2014-04-10,561
